Frame,GreenViewIndex
frame_1260,0.1428
frame_1261,0.1390
frame_1262,0.1196
frame_1263,0.1110
frame_1264,0.1011
frame_1265,0.0968
frame_1266,0.0913
frame_1267,0.0850
frame_1268,0.0798
frame_1269,0.0752
frame_1270,0.0706
frame_1271,0.0675
frame_1272,0.0661
frame_1273,0.0629
frame_1274,0.0596
frame_1275,0.0569
frame_1276,0.0542
frame_1277,0.0511
frame_1278,0.0474
frame_1279,0.0480
frame_1280,0.0435
frame_1281,0.0405
frame_1282,0.0398
frame_1283,0.0373
frame_1284,0.0352
frame_1285,0.0344
frame_1286,0.0319
frame_1287,0.0303
frame_1288,0.0296
frame_1289,0.0285
frame_1290,0.0278
frame_1291,0.0269
frame_1292,0.0264
frame_1293,0.0253
frame_1294,0.0242
frame_1295,0.0237
frame_1296,0.0230
frame_1297,0.0230
frame_1298,0.0226
frame_1299,0.0215
frame_1300,0.0212
frame_1301,0.0207
frame_1302,0.0212
frame_1303,0.0204
frame_1304,0.0206
frame_1305,0.0208
frame_1306,0.0202
frame_1307,0.0199
frame_1308,0.0189
frame_1309,0.0189
frame_1310,0.0174
frame_1311,0.0173
frame_1312,0.0171
frame_1313,0.0166
frame_1314,0.0165
frame_1315,0.0163
frame_1316,0.0161
frame_1317,0.0161
frame_1318,0.0155
frame_1319,0.0156
frame_1320,0.0158
frame_1321,0.0145
frame_1322,0.0149
frame_1323,0.0138
frame_1324,0.0139
frame_1325,0.0143
frame_1326,0.0140
frame_1327,0.0146
frame_1328,0.0147
frame_1329,0.0152
frame_1330,0.0142
frame_1331,0.0137
frame_1332,0.0141
frame_1333,0.0133
frame_1334,0.0135
frame_1335,0.0142
frame_1336,0.0149
frame_1337,0.0147
frame_1338,0.0145
frame_1339,0.0144
frame_1340,0.0145
frame_1341,0.0147
frame_1342,0.0151
frame_1343,0.0149
frame_1344,0.0151
frame_1345,0.0149
frame_1346,0.0156
frame_1347,0.0161
frame_1348,0.0168
frame_1349,0.0178
frame_1350,0.0180
frame_1351,0.0189
frame_1352,0.0198
frame_1353,0.0199
frame_1354,0.0231
frame_1355,0.0199
frame_1356,0.0211
frame_1357,0.0222
frame_1358,0.0233
frame_1359,0.0261
frame_1360,0.0290
frame_1361,0.0276
frame_1362,0.0270
frame_1363,0.0233
frame_1364,0.0229
frame_1365,0.0262
frame_1366,0.0281
frame_1367,0.0306
frame_1368,0.0377
frame_1369,0.0379
frame_1370,0.0289
frame_1371,0.0227
frame_1372,0.0216
frame_1373,0.0242
frame_1374,0.0266
frame_1375,0.0256
frame_1376,0.0337
frame_1377,0.0317
frame_1378,0.0279
frame_1379,0.0267
frame_1380,0.0280
frame_1381,0.0326
frame_1382,0.0304
frame_1383,0.0314
frame_1384,0.0341
frame_1385,0.0361
frame_1386,0.0382
frame_1387,0.0417
frame_1388,0.0438
frame_1389,0.0472
frame_1390,0.0533
frame_1391,0.0637
frame_1392,0.0789
frame_1393,0.0901
frame_1394,0.1137
frame_1395,0.1346
frame_1396,0.1525
frame_1397,0.1665
frame_1398,0.1734
frame_1399,0.1946
frame_1400,0.1880
frame_1401,0.1929
frame_1402,0.1920
frame_1403,0.1916
frame_1404,0.1944
frame_1405,0.1977
frame_1406,0.1931
frame_1407,0.1998
frame_1408,0.2040
frame_1409,0.2054
frame_1410,0.2074
frame_1411,0.2081
frame_1412,0.2261
frame_1413,0.2245
frame_1414,0.2216
frame_1415,0.2142
frame_1416,0.2113
frame_1417,0.2154
frame_1418,0.2131
frame_1419,0.2057
frame_1420,0.2039
frame_1421,0.1971
frame_1422,0.1931
frame_1423,0.1874
frame_1424,0.1801
frame_1425,0.1796
frame_1426,0.1757
frame_1427,0.1824
frame_1428,0.1902
frame_1429,0.1923
frame_1430,0.1784
frame_1431,0.1745
frame_1432,0.1703
frame_1433,0.1703
frame_1434,0.1685
frame_1435,0.1705
frame_1436,0.1739
frame_1437,0.1753
frame_1438,0.1785
frame_1439,0.1853
frame_1440,0.1869
frame_1441,0.1949
frame_1442,0.2005
frame_1443,0.2061
frame_1444,0.2123
frame_1445,0.2224
frame_1446,0.2293
frame_1447,0.2380
frame_1448,0.2475
frame_1449,0.2548
frame_1450,0.2599
frame_1451,0.2690
frame_1452,0.2849
frame_1453,0.3072
frame_1454,0.3241
frame_1455,0.3283
frame_1456,0.3265
frame_1457,0.3258
frame_1458,0.3231
frame_1459,0.3298
frame_1460,0.3332
frame_1461,0.3359
frame_1462,0.3332
frame_1463,0.3280
frame_1464,0.3318
frame_1465,0.3334
frame_1466,0.3366
frame_1467,0.3397
frame_1468,0.3418
frame_1469,0.3447
frame_1470,0.3451
frame_1471,0.3504
frame_1472,0.3538
frame_1473,0.3566
frame_1474,0.3629
frame_1475,0.3627
frame_1476,0.3628
frame_1477,0.3599
frame_1478,0.3660
frame_1479,0.3700
frame_1480,0.3741
frame_1481,0.3779
frame_1482,0.3848
frame_1483,0.3880
frame_1484,0.3872
frame_1485,0.3810
frame_1486,0.3787
frame_1487,0.3720
frame_1488,0.3661
frame_1489,0.3655
frame_1490,0.3624
frame_1491,0.3588
frame_1492,0.3484
frame_1493,0.3418
frame_1494,0.3338
frame_1495,0.3273
frame_1496,0.3253
frame_1497,0.3260
frame_1498,0.3279
frame_1499,0.3314
frame_1500,0.3330
frame_1501,0.3226
frame_1502,0.3218
frame_1503,0.3165
frame_1504,0.3157
frame_1505,0.3163
frame_1506,0.3086
frame_1507,0.3071
frame_1508,0.3024
frame_1509,0.3058
frame_1510,0.3065
frame_1511,0.3078
frame_1512,0.3138
frame_1513,0.3120
frame_1514,0.3108
frame_1515,0.3096
frame_1516,0.3100
frame_1517,0.3123
frame_1518,0.3096
frame_1519,0.3097
frame_1520,0.3104
frame_1521,0.3099
frame_1522,0.3102
frame_1523,0.3094
frame_1524,0.3102
frame_1525,0.3033
frame_1526,0.2888
frame_1527,0.2914
frame_1528,0.2866
frame_1529,0.2895
frame_1530,0.2911
frame_1531,0.2917
frame_1532,0.2932
frame_1533,0.2921
frame_1534,0.2918
frame_1535,0.2950
frame_1536,0.3000
frame_1537,0.3012
frame_1538,0.3030
frame_1539,0.3070
frame_1540,0.3053
frame_1541,0.3015
frame_1542,0.2968
frame_1543,0.2956
frame_1544,0.2927
frame_1545,0.2948
frame_1546,0.2957
frame_1547,0.3008
frame_1548,0.2990
frame_1549,0.3011
frame_1550,0.3067
frame_1551,0.3082
frame_1552,0.3140
frame_1553,0.3166
frame_1554,0.3225
frame_1555,0.3257
frame_1556,0.3296
frame_1557,0.3301
frame_1558,0.3319
frame_1559,0.3290
frame_1560,0.3257
frame_1561,0.3276
frame_1562,0.3278
frame_1563,0.3304
frame_1564,0.3271
frame_1565,0.3224
frame_1566,0.3248
frame_1567,0.3209
frame_1568,0.3224
frame_1569,0.3249
frame_1570,0.3261
frame_1571,0.3344
frame_1572,0.3371
frame_1573,0.3363
frame_1574,0.3339
frame_1575,0.3284
frame_1576,0.3277
frame_1577,0.3270
frame_1578,0.3264
frame_1579,0.3271
frame_1580,0.3285
frame_1581,0.3379
frame_1582,0.3334
frame_1583,0.3413
frame_1584,0.3450
frame_1585,0.3555
frame_1586,0.3703
frame_1587,0.3768
frame_1588,0.3899
frame_1589,0.4054
frame_1590,0.4067
frame_1591,0.4105
frame_1592,0.4170
frame_1593,0.4189
frame_1594,0.4193
frame_1595,0.4212
frame_1596,0.4084
frame_1597,0.4032
frame_1598,0.3931
frame_1599,0.3946
frame_1600,0.3879
frame_1601,0.3924
frame_1602,0.4072
frame_1603,0.4135
frame_1604,0.4108
frame_1605,0.4045
frame_1606,0.4036
frame_1607,0.3999
frame_1608,0.4100
frame_1609,0.4117
frame_1610,0.4074
frame_1611,0.4018
frame_1612,0.3988
frame_1613,0.3957
frame_1614,0.4054
frame_1615,0.4078
frame_1616,0.4115
frame_1617,0.3949
frame_1618,0.3936
frame_1619,0.3898
frame_1620,0.3807
frame_1621,0.3824
frame_1622,0.3767
frame_1623,0.3868
frame_1624,0.4026
frame_1625,0.4048
frame_1626,0.3926
frame_1627,0.3822
frame_1628,0.3799
frame_1629,0.3858
frame_1630,0.3936
frame_1631,0.3980
frame_1632,0.4126
frame_1633,0.3993
frame_1634,0.3949
frame_1635,0.3850
frame_1636,0.3729
frame_1637,0.3670
frame_1638,0.3685
frame_1639,0.3685
frame_1640,0.3690
frame_1641,0.3689
frame_1642,0.3682
frame_1643,0.3695
frame_1644,0.3668
frame_1645,0.3687
frame_1646,0.3669
frame_1647,0.3683
frame_1648,0.3697
frame_1649,0.3735
frame_1650,0.3843
frame_1651,0.3797
frame_1652,0.3682
frame_1653,0.3602
frame_1654,0.3521
frame_1655,0.3560
frame_1656,0.3638
frame_1657,0.3645
frame_1658,0.3670
frame_1659,0.3675
frame_1660,0.3643
frame_1661,0.3706
frame_1662,0.3768
frame_1663,0.3774
frame_1664,0.3754
frame_1665,0.3682
frame_1666,0.3576
frame_1667,0.3504
frame_1668,0.3449
frame_1669,0.3392
frame_1670,0.3374
frame_1671,0.3223
frame_1672,0.3062
frame_1673,0.2838
frame_1674,0.2815
frame_1675,0.2753
frame_1676,0.2687
frame_1677,0.2602
frame_1678,0.2567
frame_1679,0.2545
frame_1680,0.2482
frame_1681,0.2496
frame_1682,0.2438
frame_1683,0.2445
frame_1684,0.2426
frame_1685,0.2439
frame_1686,0.2460
frame_1687,0.2566
frame_1688,0.2623
frame_1689,0.2611
frame_1690,0.2690
frame_1691,0.2745
frame_1692,0.2871
frame_1693,0.2949
frame_1694,0.3086
frame_1695,0.3198
frame_1696,0.3341
frame_1697,0.3436
frame_1698,0.3543
frame_1699,0.3617
frame_1700,0.3715
frame_1701,0.3781
frame_1702,0.3861
frame_1703,0.3941
frame_1704,0.3987
frame_1705,0.4049
frame_1706,0.4097
frame_1707,0.4065
frame_1708,0.4061
frame_1709,0.4136
frame_1710,0.4117
frame_1711,0.4078
frame_1712,0.4097
frame_1713,0.4023
frame_1714,0.3951
frame_1715,0.3939
frame_1716,0.3972
frame_1717,0.3906
frame_1718,0.3976
frame_1719,0.4041
frame_1720,0.4127
frame_1721,0.4145
frame_1722,0.4179
frame_1723,0.4270
frame_1724,0.4268
frame_1725,0.4353
frame_1726,0.4418
frame_1727,0.4409
frame_1728,0.4337
frame_1729,0.4324
frame_1730,0.4302
frame_1731,0.4290
frame_1732,0.4312
frame_1733,0.4285
frame_1734,0.4296
frame_1735,0.4270
frame_1736,0.4263
frame_1737,0.4251
frame_1738,0.4272
frame_1739,0.4279
frame_1740,0.4373
frame_1741,0.4444
frame_1742,0.4442
frame_1743,0.4322
frame_1744,0.4181
frame_1745,0.4090
frame_1746,0.3995
frame_1747,0.3951
frame_1748,0.3884
frame_1749,0.3776
frame_1750,0.3681
frame_1751,0.3527
frame_1752,0.3464
frame_1753,0.3476
frame_1754,0.3493
frame_1755,0.3552
frame_1756,0.3608
frame_1757,0.3578
frame_1758,0.3663
frame_1759,0.3669
frame_1760,0.3722
frame_1761,0.3743
frame_1762,0.3811
frame_1763,0.3816
frame_1764,0.3847
frame_1765,0.3904
frame_1766,0.3918
frame_1767,0.3956
frame_1768,0.3978
frame_1769,0.4034
frame_1770,0.3994
frame_1771,0.3957
frame_1772,0.4013
frame_1773,0.3955
frame_1774,0.4016
frame_1775,0.4016
frame_1776,0.4052
frame_1777,0.4129
frame_1778,0.4122
frame_1779,0.4240
frame_1780,0.4171
frame_1781,0.4191
frame_1782,0.4300
frame_1783,0.4212
frame_1784,0.4257
frame_1785,0.4369
frame_1786,0.4354
frame_1787,0.4359
frame_1788,0.4412
frame_1789,0.4407
frame_1790,0.4416
frame_1791,0.4423
frame_1792,0.4389
frame_1793,0.4362
frame_1794,0.4351
frame_1795,0.4362
frame_1796,0.4373
frame_1797,0.4339
frame_1798,0.4330
frame_1799,0.4415
frame_1800,0.4360
frame_1801,0.4359
frame_1802,0.4334
frame_1803,0.4342
frame_1804,0.4299
frame_1805,0.4273
frame_1806,0.4288
frame_1807,0.4365
frame_1808,0.4325
frame_1809,0.4494
frame_1810,0.4451
frame_1811,0.4428
frame_1812,0.4473
frame_1813,0.4453
frame_1814,0.4292
frame_1815,0.4345
frame_1816,0.4322
frame_1817,0.4298
frame_1818,0.4217
frame_1819,0.4197
frame_1820,0.4155
frame_1821,0.4149
frame_1822,0.4172
frame_1823,0.4139
frame_1824,0.4120
frame_1825,0.4043
frame_1826,0.3959
frame_1827,0.3867
frame_1828,0.3740
frame_1829,0.3734
frame_1830,0.3641
frame_1831,0.3594
frame_1832,0.3591
frame_1833,0.3544
frame_1834,0.3534
frame_1835,0.3528
frame_1836,0.3552
frame_1837,0.3591
frame_1838,0.3634
frame_1839,0.3619
frame_1840,0.3654
frame_1841,0.3633
frame_1842,0.3674
frame_1843,0.3699
frame_1844,0.3572
frame_1845,0.3656
frame_1846,0.3534
frame_1847,0.3579
frame_1848,0.3600
frame_1849,0.3620
frame_1850,0.3582
frame_1851,0.3667
frame_1852,0.3712
frame_1853,0.3678
frame_1854,0.3787
frame_1855,0.3776
frame_1856,0.3893
frame_1857,0.3923
frame_1858,0.3874
frame_1859,0.3864
frame_1860,0.3747
frame_1861,0.3626
frame_1862,0.3566
frame_1863,0.3532
frame_1864,0.3444
frame_1865,0.3397
frame_1866,0.3356
frame_1867,0.3364
frame_1868,0.3351
frame_1869,0.3317
frame_1870,0.3284
frame_1871,0.3213
frame_1872,0.3238
frame_1873,0.3233
frame_1874,0.3221
frame_1875,0.3157
frame_1876,0.3089
frame_1877,0.3028
frame_1878,0.2981
frame_1879,0.2901
frame_1880,0.2806
