name,score
116.471_39.96885_0_0.png,28.42617
116.471_39.96885_180_0.png,40.64839
116.471_39.96885_270_0.png,39.14682
116.471_39.96885_90_0.png,34.609722
116.484_39.987722_0_0.png,35.29449
116.484_39.987722_180_0.png,42.31523
116.484_39.987722_270_0.png,33.85515
116.484_39.987722_90_0.png,39.470375
