audio_frame_idx,start_time_sec,end_time_sec,top_class,top_score,avg_score,max_score
444,213.130871,213.610895,Speech,0.883599,0.002070,0.883599
445,213.610895,214.090920,Speech,0.635813,0.001646,0.635813
446,214.090920,214.570944,Speech,0.752903,0.002087,0.752903
447,214.570944,215.050969,Speech,0.928578,0.001894,0.928578
448,215.050969,215.530993,Speech,0.938626,0.001960,0.938626
449,215.530993,216.011018,Speech,0.968198,0.001990,0.968198
450,216.011018,216.491042,Speech,0.918536,0.002166,0.918536
451,216.491042,216.971067,Speech,0.726766,0.001929,0.726766
452,216.971067,217.451091,Speech,0.599177,0.002003,0.599177
453,217.451091,217.931116,Speech,0.915712,0.002165,0.915712
454,217.931116,218.411140,Speech,0.963363,0.001999,0.963363
455,218.411140,218.891164,Speech,0.977269,0.001905,0.977269
456,218.891164,219.371189,Speech,0.980623,0.002087,0.980623
457,219.371189,219.851213,Speech,0.791433,0.002409,0.791433
458,219.851213,220.331238,Speech,0.934247,0.002462,0.934247
459,220.331238,220.811262,Speech,0.507874,0.001572,0.507874
460,220.811262,221.291287,Speech,0.523622,0.001609,0.523622
461,221.291287,221.771311,Speech,0.957620,0.001938,0.957620
462,221.771311,222.251336,Speech,0.848998,0.001941,0.848998
463,222.251336,222.731360,Speech,0.798447,0.001807,0.798447
464,222.731360,223.211385,Speech,0.990329,0.001955,0.990329
465,223.211385,223.691409,Speech,0.959601,0.002046,0.959601
466,223.691409,224.171434,Speech,0.987495,0.002034,0.987495
467,224.171434,224.651458,Speech,0.967059,0.001931,0.967059
468,224.651458,225.131483,Speech,0.916007,0.001987,0.916007
469,225.131483,225.611507,Speech,0.987684,0.001979,0.987684
470,225.611507,226.091532,Speech,0.927269,0.002047,0.927269
471,226.091532,226.571556,Speech,0.946776,0.002358,0.946776
472,226.571556,227.051581,Speech,0.987706,0.002136,0.987706
473,227.051581,227.531605,Speech,0.987584,0.002186,0.987584
474,227.531605,228.011630,Speech,0.996991,0.002072,0.996991
475,228.011630,228.491654,Speech,0.993150,0.001982,0.993150
476,228.491654,228.971679,Speech,0.849180,0.001893,0.849180
477,228.971679,229.451703,Speech,0.102425,0.001485,0.102425
478,229.451703,229.931728,Speech,0.971499,0.001953,0.971499
479,229.931728,230.411752,Speech,0.991943,0.001988,0.991943
480,230.411752,230.891777,Speech,0.996217,0.001975,0.996217
481,230.891777,231.371801,Speech,0.973380,0.002013,0.973380
482,231.371801,231.851826,Speech,0.966654,0.002012,0.966654
483,231.851826,232.331850,Speech,0.974314,0.002040,0.974314
484,232.331850,232.811875,Speech,0.987409,0.002081,0.987409
485,232.811875,233.291899,Speech,0.965895,0.001962,0.965895
486,233.291899,233.771923,Speech,0.969186,0.002147,0.969186
487,233.771923,234.251948,Speech,0.963071,0.002138,0.963071
488,234.251948,234.731972,Speech,0.981986,0.002016,0.981986
489,234.731972,235.211997,Speech,0.961990,0.002028,0.961990
490,235.211997,235.692021,Speech,0.899923,0.001847,0.899923
491,235.692021,236.172046,Speech,0.926806,0.001897,0.926806
492,236.172046,236.652070,Speech,0.939243,0.001876,0.939243
493,236.652070,237.132095,Speech,0.960220,0.002150,0.960220
494,237.132095,237.612119,Speech,0.954626,0.001946,0.954626
495,237.612119,238.092144,Speech,0.931764,0.001903,0.931764
496,238.092144,238.572168,Speech,0.966899,0.001984,0.966899
497,238.572168,239.052193,Speech,0.988687,0.002010,0.988687
498,239.052193,239.532217,Speech,0.991877,0.002075,0.991877
499,239.532217,240.012242,Speech,0.889396,0.001873,0.889396
500,240.012242,240.492266,Speech,0.421128,0.002083,0.421128
501,240.492266,240.972291,Speech,0.124898,0.002588,0.124898
502,240.972291,241.452315,Speech,0.381723,0.001912,0.381723
503,241.452315,241.932340,Speech,0.867272,0.002059,0.867272
504,241.932340,242.412364,Speech,0.757499,0.002360,0.757499
505,242.412364,242.892389,Speech,0.569229,0.001600,0.569229
506,242.892389,243.372413,Speech,0.806535,0.001767,0.806535
507,243.372413,243.852438,Speech,0.966192,0.002169,0.966192
508,243.852438,244.332462,Speech,0.968118,0.002096,0.968118
509,244.332462,244.812487,Speech,0.953559,0.002020,0.953559
510,244.812487,245.292511,Speech,0.632312,0.001440,0.632312
511,245.292511,245.772536,Speech,0.969562,0.002118,0.969562
512,245.772536,246.252560,Speech,0.987457,0.002026,0.987457
513,246.252560,246.732585,Speech,0.858818,0.001806,0.858818
514,246.732585,247.212609,Speech,0.989474,0.001995,0.989474
515,247.212609,247.692634,Speech,0.995428,0.001994,0.995428
516,247.692634,248.172658,Speech,0.882925,0.001844,0.882925
517,248.172658,248.652682,Speech,0.389814,0.001233,0.389814
518,248.652682,249.132707,Speech,0.440540,0.001269,0.440540
519,249.132707,249.612731,Speech,0.956353,0.002051,0.956353
520,249.612731,250.092756,Speech,0.852679,0.001847,0.852679
521,250.092756,250.572780,Speech,0.296618,0.000862,0.296618
522,250.572780,251.052805,Music,0.084498,0.001492,0.084498
523,251.052805,251.532829,Speech,0.089483,0.000790,0.089483
524,251.532829,252.012854,Speech,0.516097,0.001148,0.516097
525,252.012854,252.492878,Speech,0.316269,0.000902,0.316269
526,252.492878,252.972903,Music,0.100509,0.000690,0.100509
527,252.972903,253.452927,Music,0.111541,0.000505,0.111541
528,253.452927,253.932952,Speech,0.477297,0.001048,0.477297
529,253.932952,254.412976,Speech,0.693120,0.001534,0.693120
530,254.412976,254.893001,Music,0.377226,0.001150,0.377226
531,254.893001,255.373025,Music,0.211250,0.000747,0.211250
532,255.373025,255.853050,Speech,0.675046,0.001621,0.675046
533,255.853050,256.333074,Speech,0.501797,0.003464,0.501797
534,256.333074,256.813099,Speech,0.922792,0.001942,0.922792
535,256.813099,257.293123,Speech,0.779726,0.001701,0.779726
536,257.293123,257.773148,Speech,0.751517,0.001620,0.751517
537,257.773148,258.253172,Speech,0.860073,0.001899,0.860073
538,258.253172,258.733197,Speech,0.921677,0.001970,0.921677
539,258.733197,259.213221,Speech,0.633189,0.002119,0.633189
540,259.213221,259.693246,Speech,0.132327,0.002237,0.132327
541,259.693246,260.173270,Speech,0.409602,0.002078,0.409602
542,260.173270,260.653295,Speech,0.078080,0.001157,0.078080
543,260.653295,261.133319,Speech,0.451342,0.001389,0.451342
544,261.133319,261.613344,Speech,0.793242,0.001816,0.793242
545,261.613344,262.093368,Dog,0.120769,0.001698,0.120769
546,262.093368,262.573393,Speech,0.120684,0.001276,0.120684
547,262.573393,263.053417,Speech,0.172546,0.001035,0.172546
548,263.053417,263.533441,Cowbell,0.119796,0.001031,0.119796
549,263.533441,264.013466,Cowbell,0.452022,0.001993,0.452022
550,264.013466,264.493490,"Dishes, pots, and pans",0.199070,0.001561,0.199070
551,264.493490,264.973515,Speech,0.384215,0.001145,0.384215
552,264.973515,265.453539,Speech,0.893025,0.001875,0.893025
553,265.453539,265.933564,Speech,0.910894,0.001832,0.910894
554,265.933564,266.413588,Speech,0.430097,0.001021,0.430097
555,266.413588,266.893613,Speech,0.792810,0.001752,0.792810
556,266.893613,267.373637,Speech,0.614550,0.001515,0.614550
557,267.373637,267.853662,Speech,0.468555,0.001147,0.468555
558,267.853662,268.333686,Speech,0.471438,0.001210,0.471438
559,268.333686,268.813711,Dog,0.486600,0.003275,0.486600
560,268.813711,269.293735,Music,0.259267,0.000728,0.259267
561,269.293735,269.773760,Bow-wow,0.768906,0.006734,0.768906
562,269.773760,270.253784,Dog,0.278672,0.002319,0.278672
563,270.253784,270.733809,Speech,0.382352,0.001711,0.382352
564,270.733809,271.213833,Speech,0.934874,0.001978,0.934874
565,271.213833,271.693858,Speech,0.887973,0.001774,0.887973
566,271.693858,272.173882,Speech,0.659092,0.002253,0.659092
567,272.173882,272.653907,Speech,0.824295,0.001816,0.824295
568,272.653907,273.133931,Speech,0.691727,0.001634,0.691727
569,273.133931,273.613956,Speech,0.760328,0.001878,0.760328
570,273.613956,274.093980,Speech,0.464216,0.001348,0.464216
571,274.093980,274.574005,Speech,0.392077,0.001247,0.392077
572,274.574005,275.054029,Speech,0.244675,0.001591,0.244675
573,275.054029,275.534054,Speech,0.804058,0.001663,0.804058
574,275.534054,276.014078,Speech,0.237925,0.000934,0.237925
575,276.014078,276.494103,Speech,0.882110,0.001961,0.882110
576,276.494103,276.974127,Speech,0.933649,0.002200,0.933649
577,276.974127,277.454151,Speech,0.952277,0.002020,0.952277
578,277.454151,277.934176,Speech,0.994818,0.002092,0.994818
579,277.934176,278.414200,Speech,0.935421,0.001906,0.935421
580,278.414200,278.894225,Speech,0.663802,0.001613,0.663802
581,278.894225,279.374249,Speech,0.518615,0.001387,0.518615
582,279.374249,279.854274,Speech,0.976449,0.001982,0.976449
583,279.854274,280.334298,Speech,0.985863,0.001981,0.985863
584,280.334298,280.814323,Speech,0.928471,0.002055,0.928471
585,280.814323,281.294347,Speech,0.967317,0.002068,0.967317
586,281.294347,281.774372,Speech,0.536555,0.001791,0.536555
587,281.774372,282.254396,Speech,0.820287,0.001986,0.820287
588,282.254396,282.734421,Speech,0.888892,0.002140,0.888892
589,282.734421,283.214445,Speech,0.838171,0.002670,0.838171
590,283.214445,283.694470,Speech,0.830917,0.001765,0.830917
591,283.694470,284.174494,Speech,0.939490,0.001990,0.939490
592,284.174494,284.654519,Speech,0.958734,0.001945,0.958734
593,284.654519,285.134543,Speech,0.581776,0.001622,0.581776
594,285.134543,285.614568,Speech,0.724566,0.001608,0.724566
595,285.614568,286.094592,Speech,0.643634,0.001867,0.643634
596,286.094592,286.574617,Speech,0.925113,0.001845,0.925113
597,286.574617,287.054641,Speech,0.690865,0.002145,0.690865
598,287.054641,287.534666,Speech,0.554467,0.001504,0.554467
599,287.534666,288.014690,Speech,0.807486,0.001673,0.807486
600,288.014690,288.494715,Speech,0.873679,0.001968,0.873679
601,288.494715,288.974739,Speech,0.640018,0.003247,0.640018
602,288.974739,289.454764,Speech,0.958905,0.001930,0.958905
603,289.454764,289.934788,Speech,0.904876,0.001851,0.904876
604,289.934788,290.414813,Speech,0.981984,0.001973,0.981984
605,290.414813,290.894837,Speech,0.969669,0.002068,0.969669
606,290.894837,291.374862,Speech,0.806044,0.002192,0.806044
607,291.374862,291.854886,Speech,0.674850,0.002311,0.674850
608,291.854886,292.334910,Dog,0.412660,0.003872,0.412660
609,292.334910,292.814935,Speech,0.461698,0.001043,0.461698
610,292.814935,293.294959,Speech,0.766852,0.001864,0.766852
611,293.294959,293.774984,Dog,0.228002,0.002277,0.228002
612,293.774984,294.255008,Dog,0.524078,0.004945,0.524078
613,294.255008,294.735033,Speech,0.640196,0.001715,0.640196
614,294.735033,295.215057,Speech,0.981906,0.001988,0.981906
615,295.215057,295.695082,Speech,0.939204,0.001914,0.939204
616,295.695082,296.175106,Speech,0.950289,0.001915,0.950289
617,296.175106,296.655131,Speech,0.855266,0.001881,0.855266
618,296.655131,297.135155,Speech,0.470122,0.001336,0.470122
619,297.135155,297.615180,Speech,0.970535,0.002099,0.970535
620,297.615180,298.095204,Speech,0.995374,0.002025,0.995374
621,298.095204,298.575229,Speech,0.928156,0.002075,0.928156
622,298.575229,299.055253,Speech,0.830113,0.001668,0.830113
623,299.055253,299.535278,Speech,0.963408,0.001902,0.963408
624,299.535278,300.015302,Speech,0.990080,0.002091,0.990080
625,300.015302,300.495327,Speech,0.957965,0.002219,0.957965
626,300.495327,300.975351,Speech,0.957683,0.002033,0.957683
627,300.975351,301.455376,Speech,0.898485,0.001813,0.898485
628,301.455376,301.935400,Speech,0.942588,0.001940,0.942588
629,301.935400,302.415425,Speech,0.842748,0.002341,0.842748
630,302.415425,302.895449,Speech,0.935239,0.001961,0.935239
631,302.895449,303.375474,Speech,0.841841,0.002017,0.841841
632,303.375474,303.855498,Speech,0.958006,0.002019,0.958006
633,303.855498,304.335523,Speech,0.966155,0.002056,0.966155
634,304.335523,304.815547,Speech,0.966470,0.002010,0.966470
635,304.815547,305.295572,Speech,0.686179,0.001615,0.686179
636,305.295572,305.775596,Speech,0.960765,0.001990,0.960765
637,305.775596,306.255621,Speech,0.615627,0.001526,0.615627
638,306.255621,306.735645,Speech,0.856134,0.001823,0.856134
639,306.735645,307.215669,Speech,0.951198,0.002007,0.951198
640,307.215669,307.695694,Speech,0.979357,0.002006,0.979357
641,307.695694,308.175718,Speech,0.991450,0.002051,0.991450
642,308.175718,308.655743,Speech,0.907250,0.001821,0.907250
643,308.655743,309.135767,Speech,0.756500,0.001833,0.756500
644,309.135767,309.615792,Speech,0.863231,0.002349,0.863231
645,309.615792,310.095816,Speech,0.920132,0.001990,0.920132
646,310.095816,310.575841,Speech,0.969276,0.001951,0.969276
647,310.575841,311.055865,Speech,0.762347,0.001824,0.762347
648,311.055865,311.535890,Speech,0.649276,0.001534,0.649276
649,311.535890,312.015914,Speech,0.733979,0.001735,0.733979
650,312.015914,312.495939,Speech,0.838323,0.002257,0.838323
651,312.495939,312.975963,Speech,0.731489,0.001970,0.731489
652,312.975963,313.455988,Vehicle,0.160391,0.001896,0.160391
653,313.455988,313.936012,"Outside, urban or manmade",0.131565,0.001203,0.131565
654,313.936012,314.416037,Vehicle,0.459123,0.002707,0.459123
655,314.416037,314.896061,Vehicle,0.241593,0.002397,0.241593
656,314.896061,315.376086,Speech,0.934125,0.002133,0.934125
657,315.376086,315.856110,Speech,0.972203,0.002218,0.972203
658,315.856110,316.336135,Speech,0.928912,0.001978,0.928912
659,316.336135,316.816159,Speech,0.929722,0.001910,0.929722
660,316.816159,317.296184,Speech,0.933580,0.001960,0.933580
661,317.296184,317.776208,Speech,0.955009,0.001931,0.955009
662,317.776208,318.256233,Speech,0.204748,0.001802,0.204748
663,318.256233,318.736257,Cricket,0.343817,0.003268,0.343817
664,318.736257,319.216282,"Outside, rural or natural",0.212920,0.002651,0.212920
665,319.216282,319.696306,Speech,0.904240,0.001949,0.904240
666,319.696306,320.176331,Speech,0.898566,0.001964,0.898566
667,320.176331,320.656355,Speech,0.766756,0.001787,0.766756
668,320.656355,321.136379,Wild animals,0.290006,0.002620,0.290006
669,321.136379,321.616404,Siren,0.310680,0.003609,0.310680
670,321.616404,322.096428,Speech,0.369396,0.001631,0.369396
671,322.096428,322.576453,Rail transport,0.156102,0.001949,0.156102
672,322.576453,323.056477,Siren,0.131748,0.002808,0.131748
673,323.056477,323.536502,Bird,0.667857,0.005846,0.667857
674,323.536502,324.016526,"Outside, urban or manmade",0.073647,0.001105,0.073647
675,324.016526,324.496551,Speech,0.556169,0.001873,0.556169
676,324.496551,324.976575,Animal,0.159429,0.003743,0.159429
677,324.976575,325.456600,Animal,0.303165,0.002642,0.303165
678,325.456600,325.936624,Animal,0.296926,0.005289,0.296926
679,325.936624,326.416649,Animal,0.881137,0.008064,0.881137
680,326.416649,326.896673,"Chicken, rooster",0.286741,0.003200,0.286741
681,326.896673,327.376698,Speech,0.215075,0.002333,0.215075
682,327.376698,327.856722,Speech,0.686566,0.001850,0.686566
683,327.856722,328.336747,Speech,0.649577,0.002504,0.649577
684,328.336747,328.816771,Speech,0.927240,0.001997,0.927240
685,328.816771,329.296796,Speech,0.936603,0.001952,0.936603
686,329.296796,329.776820,Speech,0.899845,0.002164,0.899845
687,329.776820,330.256845,Speech,0.926274,0.002040,0.926274
688,330.256845,330.736869,Speech,0.942747,0.002015,0.942747
689,330.736869,331.216894,Speech,0.997008,0.001962,0.997008
690,331.216894,331.696918,Speech,0.993294,0.001945,0.993294
691,331.696918,332.176943,Speech,0.910514,0.001929,0.910514
692,332.176943,332.656967,Speech,0.628784,0.001398,0.628784
693,332.656967,333.136992,Speech,0.861489,0.001761,0.861489
694,333.136992,333.617016,Speech,0.895495,0.001825,0.895495
695,333.617016,334.097041,Speech,0.892537,0.001811,0.892537
696,334.097041,334.577065,Speech,0.551707,0.001609,0.551707
697,334.577065,335.057090,Clip-clop,0.164386,0.001352,0.164386
698,335.057090,335.537114,Speech,0.731348,0.001614,0.731348
699,335.537114,336.017138,Speech,0.619181,0.001678,0.619181
700,336.017138,336.497163,Speech,0.948269,0.002021,0.948269
701,336.497163,336.977187,Speech,0.919515,0.001946,0.919515
702,336.977187,337.457212,Speech,0.667066,0.001600,0.667066
703,337.457212,337.937236,Speech,0.345252,0.002428,0.345252
704,337.937236,338.417261,Speech,0.205624,0.001590,0.205624
705,338.417261,338.897285,Animal,0.333237,0.003311,0.333237
706,338.897285,339.377310,Animal,0.470539,0.002882,0.470539
707,339.377310,339.857334,Animal,0.671861,0.005685,0.671861
708,339.857334,340.337359,Speech,0.297908,0.001477,0.297908
709,340.337359,340.817383,Speech,0.252375,0.001642,0.252375
710,340.817383,341.297408,Speech,0.236558,0.000895,0.236558
711,341.297408,341.777432,Speech,0.692403,0.001600,0.692403
712,341.777432,342.257457,Speech,0.349844,0.002442,0.349844
713,342.257457,342.737481,Speech,0.484030,0.001919,0.484030
714,342.737481,343.217506,Speech,0.834580,0.001748,0.834580
715,343.217506,343.697530,Speech,0.181737,0.001148,0.181737
716,343.697530,344.177555,Animal,0.197370,0.001815,0.197370
717,344.177555,344.657579,Speech,0.422174,0.001618,0.422174
718,344.657579,345.137604,Speech,0.987475,0.001999,0.987475
719,345.137604,345.617628,Speech,0.989323,0.002050,0.989323
720,345.617628,346.097653,Speech,0.723767,0.001740,0.723767
721,346.097653,346.577677,Speech,0.957914,0.002301,0.957914
722,346.577677,347.057702,Speech,0.992322,0.002716,0.992322
723,347.057702,347.537726,Speech,0.988872,0.002516,0.988872
724,347.537726,348.017751,Speech,0.920709,0.002060,0.920709
725,348.017751,348.497775,Speech,0.914941,0.002185,0.914941
726,348.497775,348.977800,Speech,0.855991,0.002436,0.855991
727,348.977800,349.457824,Speech,0.951511,0.002065,0.951511
728,349.457824,349.937849,Speech,0.992070,0.002139,0.992070
729,349.937849,350.417873,Speech,0.980053,0.002116,0.980053
730,350.417873,350.897897,Speech,0.744177,0.001971,0.744177
731,350.897897,351.377922,Speech,0.577098,0.001731,0.577098
732,351.377922,351.857946,Speech,0.279212,0.000840,0.279212
733,351.857946,352.337971,Speech,0.490695,0.001440,0.490695
734,352.337971,352.817995,Speech,0.175307,0.001050,0.175307
735,352.817995,353.298020,Music,0.592819,0.001552,0.592819
736,353.298020,353.778044,Music,0.825911,0.002573,0.825911
737,353.778044,354.258069,Music,0.837848,0.002181,0.837848
738,354.258069,354.738093,Music,0.888095,0.002114,0.888095
739,354.738093,355.218118,Speech,0.716589,0.002359,0.716589
740,355.218118,355.698142,Music,0.534203,0.001428,0.534203
741,355.698142,356.178167,Music,0.853947,0.002074,0.853947
742,356.178167,356.658191,Music,0.483342,0.001276,0.483342
743,356.658191,357.138216,Speech,0.688935,0.001480,0.688935
744,357.138216,357.618240,Speech,0.149674,0.001046,0.149674
745,357.618240,358.098265,Music,0.196061,0.000912,0.196061
746,358.098265,358.578289,Music,0.252947,0.000833,0.252947
747,358.578289,359.058314,Music,0.275132,0.000890,0.275132
748,359.058314,359.538338,Speech,0.227914,0.000738,0.227914
749,359.538338,360.018363,Speech,0.646168,0.001420,0.646168
750,360.018363,360.498387,Speech,0.945821,0.001930,0.945821
751,360.498387,360.978412,Speech,0.932436,0.001874,0.932436
752,360.978412,361.458436,Speech,0.829972,0.001854,0.829972
753,361.458436,361.938461,Speech,0.887708,0.002003,0.887708
754,361.938461,362.418485,Speech,0.891145,0.001823,0.891145
755,362.418485,362.898510,Speech,0.965548,0.001995,0.965548
756,362.898510,363.378534,Speech,0.190774,0.000715,0.190774
757,363.378534,363.858559,Speech,0.291004,0.000924,0.291004
758,363.858559,364.338583,Speech,0.442668,0.001131,0.442668
759,364.338583,364.818607,Speech,0.676555,0.001529,0.676555
760,364.818607,365.298632,Speech,0.324495,0.000923,0.324495
761,365.298632,365.778656,Speech,0.857776,0.001835,0.857776
762,365.778656,366.258681,Speech,0.342842,0.000987,0.342842
763,366.258681,366.738705,Speech,0.527478,0.001260,0.527478
764,366.738705,367.218730,Speech,0.988006,0.001962,0.988006
765,367.218730,367.698754,Speech,0.935754,0.001935,0.935754
766,367.698754,368.178779,Speech,0.833162,0.001705,0.833162
767,368.178779,368.658803,Speech,0.510834,0.002164,0.510834
768,368.658803,369.138828,Speech,0.873015,0.002147,0.873015
769,369.138828,369.618852,Speech,0.916830,0.001965,0.916830
770,369.618852,370.098877,Speech,0.888780,0.001924,0.888780
771,370.098877,370.578901,Speech,0.822065,0.001832,0.822065
772,370.578901,371.058926,Speech,0.920889,0.002042,0.920889
773,371.058926,371.538950,Speech,0.826313,0.002060,0.826313
774,371.538950,372.018975,Speech,0.945036,0.001947,0.945036
775,372.018975,372.498999,Speech,0.945861,0.001928,0.945861
776,372.498999,372.979024,Speech,0.152544,0.000718,0.152544
777,372.979024,373.459048,Speech,0.949439,0.001928,0.949439
778,373.459048,373.939073,Speech,0.959150,0.002248,0.959150
779,373.939073,374.419097,Speech,0.958442,0.001981,0.958442
780,374.419097,374.899122,Speech,0.986490,0.002033,0.986490
781,374.899122,375.379146,Speech,0.934009,0.001937,0.934009
782,375.379146,375.859171,Speech,0.747862,0.001939,0.747862
783,375.859171,376.339195,Speech,0.967394,0.002010,0.967394
784,376.339195,376.819220,Speech,0.951656,0.002014,0.951656
785,376.819220,377.299244,Speech,0.729370,0.001628,0.729370
786,377.299244,377.779269,Speech,0.530427,0.001490,0.530427
787,377.779269,378.259293,Speech,0.949259,0.001936,0.949259
788,378.259293,378.739318,Speech,0.722422,0.001925,0.722422
789,378.739318,379.219342,Speech,0.721320,0.001873,0.721320
790,379.219342,379.699366,Speech,0.318857,0.001032,0.318857
791,379.699366,380.179391,Speech,0.124491,0.001249,0.124491
792,380.179391,380.659415,Sliding door,0.522859,0.004218,0.522859
793,380.659415,381.139440,Animal,0.221443,0.002298,0.221443
794,381.139440,381.619464,Animal,0.304371,0.003689,0.304371
795,381.619464,382.099489,Speech,0.188770,0.002081,0.188770
796,382.099489,382.579513,Speech,0.835090,0.001863,0.835090
797,382.579513,383.059538,Speech,0.751408,0.001872,0.751408
798,383.059538,383.539562,Speech,0.255920,0.001785,0.255920
799,383.539562,384.019587,Animal,0.395468,0.003945,0.395468
800,384.019587,384.499611,Animal,0.285084,0.002973,0.285084
801,384.499611,384.979636,Animal,0.241080,0.003136,0.241080
802,384.979636,385.459660,Animal,0.480420,0.004689,0.480420
803,385.459660,385.939685,Speech,0.244375,0.002403,0.244375
804,385.939685,386.419709,Speech,0.793047,0.001888,0.793047
805,386.419709,386.899734,Speech,0.952767,0.001961,0.952767
806,386.899734,387.379758,Speech,0.755934,0.002019,0.755934
807,387.379758,387.859783,Speech,0.515965,0.001795,0.515965
808,387.859783,388.339807,Slosh,0.159486,0.004236,0.159486
809,388.339807,388.819832,Hiss,0.142333,0.002372,0.142333
810,388.819832,389.299856,Speech,0.166245,0.001633,0.166245
811,389.299856,389.779881,Bicycle,0.214652,0.003776,0.214652
812,389.779881,390.259905,Steam,0.158411,0.002746,0.158411
813,390.259905,390.739930,Speech,0.134369,0.001311,0.134369
814,390.739930,391.219954,Speech,0.682702,0.001775,0.682702
815,391.219954,391.699979,Speech,0.374148,0.001661,0.374148
816,391.699979,392.180003,Speech,0.195212,0.002135,0.195212
817,392.180003,392.660028,Waterfall,0.434671,0.002302,0.434671
818,392.660028,393.140052,Speech,0.917427,0.002470,0.917427
819,393.140052,393.620077,Speech,0.393587,0.001753,0.393587
820,393.620077,394.100101,Speech,0.619276,0.001985,0.619276
821,394.100101,394.580125,Speech,0.377321,0.001379,0.377321
822,394.580125,395.060150,Speech,0.176883,0.001828,0.176883
823,395.060150,395.540174,Speech,0.874912,0.002229,0.874912
824,395.540174,396.020199,Speech,0.692871,0.001686,0.692871
825,396.020199,396.500223,Speech,0.200632,0.001260,0.200632
826,396.500223,396.980248,Speech,0.474309,0.002255,0.474309
827,396.980248,397.460272,Speech,0.684687,0.001861,0.684687
828,397.460272,397.940297,Speech,0.306081,0.001654,0.306081
829,397.940297,398.420321,Speech,0.795152,0.001879,0.795152
830,398.420321,398.900346,Speech,0.221916,0.001024,0.221916
831,398.900346,399.380370,Speech,0.917366,0.001920,0.917366
832,399.380370,399.860395,Speech,0.912101,0.001917,0.912101
833,399.860395,400.340419,Speech,0.621571,0.001654,0.621571
834,400.340419,400.820444,Speech,0.663628,0.002231,0.663628
835,400.820444,401.300468,Animal,0.197950,0.002242,0.197950
836,401.300468,401.780493,Animal,0.270385,0.003435,0.270385
837,401.780493,402.260517,Sliding door,0.576146,0.004810,0.576146
838,402.260517,402.740542,Speech,0.852840,0.001984,0.852840
839,402.740542,403.220566,Speech,0.830003,0.002039,0.830003
840,403.220566,403.700591,Speech,0.402700,0.001401,0.402700
841,403.700591,404.180615,"Domestic animals, pets",0.137214,0.002199,0.137214
842,404.180615,404.660640,Sliding door,0.390529,0.002876,0.390529
843,404.660640,405.140664,Speech,0.650988,0.001833,0.650988
844,405.140664,405.620689,Speech,0.965490,0.001935,0.965490
845,405.620689,406.100713,Speech,0.478745,0.001735,0.478745
846,406.100713,406.580738,"Vehicle horn, car horn, honking",0.120941,0.001818,0.120941
847,406.580738,407.060762,"Vehicle horn, car horn, honking",0.979155,0.003296,0.979155
848,407.060762,407.540787,Animal,0.320345,0.003678,0.320345
849,407.540787,408.020811,Animal,0.307507,0.002626,0.307507
850,408.020811,408.500836,Animal,0.345298,0.004176,0.345298
851,408.500836,408.980860,Sliding door,0.122179,0.003627,0.122179
852,408.980860,409.460884,Speech,0.064104,0.000705,0.064104
853,409.460884,409.940909,Speech,0.804809,0.001919,0.804809
854,409.940909,410.420933,Speech,0.787632,0.001892,0.787632
855,410.420933,410.900958,Speech,0.960276,0.001951,0.960276
856,410.900958,411.380982,Speech,0.905349,0.001989,0.905349
857,411.380982,411.861007,Speech,0.957914,0.002232,0.957914
858,411.861007,412.341031,Speech,0.510669,0.002253,0.510669
859,412.341031,412.821056,Speech,0.938754,0.001993,0.938754
860,412.821056,413.301080,Speech,0.890014,0.002033,0.890014
861,413.301080,413.781105,Speech,0.880788,0.001974,0.880788
862,413.781105,414.261129,Speech,0.449026,0.001770,0.449026
863,414.261129,414.741154,Speech,0.823395,0.001835,0.823395
864,414.741154,415.221178,Speech,0.843775,0.001786,0.843775
865,415.221178,415.701203,Speech,0.912216,0.001932,0.912216
866,415.701203,416.181227,Speech,0.430353,0.001385,0.430353
867,416.181227,416.661252,Speech,0.527647,0.001702,0.527647
868,416.661252,417.141276,Speech,0.394873,0.002052,0.394873
869,417.141276,417.621301,Clip-clop,0.437359,0.002997,0.437359
870,417.621301,418.101325,Speech,0.592400,0.001745,0.592400
871,418.101325,418.581350,Speech,0.915115,0.002008,0.915115
872,418.581350,419.061374,Speech,0.638738,0.001392,0.638738
873,419.061374,419.541399,Speech,0.643920,0.002260,0.643920
874,419.541399,420.021423,Speech,0.809197,0.001813,0.809197
875,420.021423,420.501448,Speech,0.885597,0.002113,0.885597
876,420.501448,420.981472,Speech,0.560912,0.001362,0.560912
877,420.981472,421.461497,Speech,0.421512,0.001087,0.421512
878,421.461497,421.941521,Speech,0.860569,0.001937,0.860569
879,421.941521,422.421546,Speech,0.927342,0.002699,0.927342
880,422.421546,422.901570,Speech,0.937911,0.002019,0.937911
881,422.901570,423.381594,Speech,0.976838,0.002328,0.976838
882,423.381594,423.861619,Speech,0.836269,0.001839,0.836269
883,423.861619,424.341643,Speech,0.861871,0.002154,0.861871
884,424.341643,424.821668,Speech,0.967553,0.002149,0.967553
885,424.821668,425.301692,Speech,0.981862,0.002133,0.981862
886,425.301692,425.781717,Speech,0.992214,0.002129,0.992214
887,425.781717,426.261741,Speech,0.985760,0.002054,0.985760
888,426.261741,426.741766,Speech,0.992834,0.002022,0.992834
889,426.741766,427.221790,Speech,0.974119,0.002128,0.974119
890,427.221790,427.701815,Speech,0.885323,0.001824,0.885323
