File_name,Music,Speech,Animal,Cat,Domestic,Silence,Meow,Caterwaul,Electronic,Bird,Vehicle,Motor,Bus,Rail,Train,Outside,Car,Railroad,Truck,Mechanism,Printer,Air,Mechanical,White,Inside
VID_20250625_101458_00_006.wav,0.016897,0.660730,0.022577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011887,0.000000,0.000000,0.000000,0.000000,0.012860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020189
